left_intensity right_intensity
62.70489202754758 27.125214194000236
54.261868798879426 37.42158398505895
54.10170304657407 45.384109956811024
36.666516867047974 29.630664176491187
40.41897163534493 42.935862028714844
50.06323800630326 27.079452550484422
36.88388467374811 24.402396404809153
47.77515583051244 29.310332671880477
44.77776818022646 22.549049842418587
45.16674215011089 27.617151861795264
35.79704564024747 28.383659390685192
49.339025426456395 23.70353781783071
41.250312566095005 40.889398868913524
34.116959492390464 30.582128281760088
40.443564301806994 26.48469630787623
38.96806418685917 30.985502413904094
35.327081888822484 27.80096979171457
36.898117982435984 24.15998749367788
36.95119352613914 28.607718056002582
41.74922267690469 33.36328677180561
37.04672950480482 23.247088141983543
40.39048875810383 26.994221527426554
27.74789424801141 29.775380017472077
34.881247321715946 24.520901190859355
39.82788799485035 20.975454871488353
48.42612607476207 19.76533247505633
53.27723076923078 20.16870660720034
44.891294864131694 20.879918892822666
34.923707756678475 29.37200588532807
33.713585360246455 24.669512713228197
38.766377120787176 30.635203825463247
54.68904023173481 33.16159970573361
24.96673575796589 29.414466320290597
47.41769074440205 31.739175134488946
41.90844930801416 34.22311057979678
42.56658604993334 27.854045335417727
30.635203825463247 21.633591613407518
43.951149016998635 32.54448639251375
36.15107432606457 25.06625944368132
40.117374441964294 23.759936255151104
44.76523448231457 26.230590981284347
37.911770797561815 32.27943531078297
49.403628412603034 33.62362293956045
35.024607228708796 27.726236371050828
43.6387673849588 24.88640335250687
49.22377232142858 28.890567908653853
46.43126985319368 23.977656786572805
44.80309892256182 33.718284040178574
46.74365148523353 34.39037785456731
50.62475661057693 28.398330185439562
52.830360254979404 33.22604631696429
61.84209703382556 27.811431361607145
48.94925512963599 29.619458383413466
36.1037437757555 31.64520593664149
51.57136761675825 32.18477421016484
40.9787904575893 44.58537839114012
37.23021087311127 29.704653373969784
43.26958909254808 28.890567908653853
42.14312199519232 31.058307112809075
40.117374441964294 24.88640335250687
30.196891097184068 22.851189689217037
25.51116661658654 20.37106885302198
46.61112594436814 40.75160381610577
33.31124130752061 32.7243424836882
33.62362293956045 22.491477506868137
36.463455958104404 20.238543312156594
33.13138521634616 22.26429086538462
33.62362293956045 19.159406765109892
33.0840546660371 24.97159834306319
32.49715584220467 17.086328661572804
34.97727667839973 23.759936255151104
30.92578157194369 18.26012630923764
27.177201987465665 36.73797314989699
28.17114354395605 18.979550673935442
53.82430181146979 38.58386461195055
38.49866962139424 35.876557134271984
44.03634400755496 27.6315752704327
39.23363039731174 42.66777212891018
44.90284202684995 32.29819891142999
37.31511546345787 29.832907221427764
42.38958746350137 29.506759682672605
41.430329996574436 26.907171947300604
43.89562168657667 39.8763329001528
32.93130883960177 34.5812316827161
26.49469123652202 26.398765489829323
35.58845202298939 26.360395191152246
36.22156195116116 27.175764038040143
41.708514661983244 24.211658465235907
32.06797711936753 24.806398094730607
30.235795357537075 16.537598729820402
37.09448624606468 38.83074226120244
