left_intensity right_intensity
35.087740165752315 29.19592856309093
41.24268121862963 33.234393603361745
41.73461888642466 29.962436091980862
37.535988093848495 33.61192716236722
40.91090930313996 46.19637912921677
35.24790591805767 30.671741566476015
42.16935449982491 40.59057779852924
32.467886074471814 44.94937434341077
40.09864013073422 35.7398435858527
27.51418816388468 30.294208007470534
50.19884923444757 44.32869410087821
55.60193958342914 53.935367511149956
47.874140420249226 49.48763694882525
39.53066495011266 41.74922267690469
32.30177589774243 41.048625500023
54.2856660995908 48.118287921283745
41.90844930801416 36.34613232792313
38.72391668582464 35.78353156466965
42.057060830383016 44.12700703480621
35.38015743252564 32.3548514414456
27.248984137201717 51.00559749873558
40.94247441261668 37.757941790427154
32.59899894248012 45.64496758471655
44.6896077980597 41.85537376431101
35.68799558600396 38.56469005471517
29.117243275552905 29.573692951400073
40.539100280472674 38.766377120787176
41.048625500023 29.92399153984092
28.51218207733689 34.31864655846246
36.39920787162629 30.73073980412893
34.573409168237625 42.71519757230219
24.871199779300206 46.19695323922941
28.10880794519289 40.486024736769515
42.25874789645503 53.181694790565096
34.424797645868786 55.75055110579798
36.44166830658882 44.32869410087821
37.09980504850799 58.3300225297715
28.17114354395605 49.94319668612638
36.01854878519918 46.28927820226649
26.68496426425138 44.178335658482155
29.799314474587916 46.43126985319368
40.03217945140797 42.59749527815934
32.18477421016484 46.61112594436814
17.805753026270608 28.93789845896292
24.072317887190938 57.97045801854397
27.22453253777473 51.57136761675825
27.35705807864011 57.46875418526787
29.657322823660717 54.136683443509625
41.556223171359896 59.1442556662088
28.30366908482143 40.884129356971165
36.1037437757555 44.80309892256182
39.80499280992445 65.49601551768545
44.85042947287089 86.2741271033654
35.56417550223215 57.69594082675138
43.36425019316622 53.237402987637374
31.37068874484891 52.37598697201237
32.31729975103023 48.504347956730776
49.810671145261 56.61680427970468
28.398330185439562 44.310861199347535
31.285493754292588 55.44300663203985
29.165085100446433 44.85042947287089
28.67284737723215 45.12494666466347
27.9912874527816 56.74932982057006
21.497535950377753 39.12343288547391
31.105637663118138 45.16281110491072
43.6387673849588 43.59143683464973
25.691022707760993 36.73797314989699
31.64520593664149 43.316919642857144
21.05262877747253 37.86444024725275
31.418019295157972 52.4706480726305
20.15334832160028 38.53653406164149
25.463836066277473 34.17265732314561
25.833014358688192 57.071177562671714
23.66527515453297 45.030285564045336
31.730400927197813 33.17871576665522
45.66451493818682 53.10487744677199
46.02422712053572 60.27072276356457
28.710711817479396 40.03217945140797
29.42042651064918 40.154517565561605
39.74203685478303 43.34884493042831
28.413206170375894 37.823521920929146
24.345954510605676 45.94843266580031
36.13522877913775 41.5646260419442
40.192887864238685 53.25797456378358
18.638372582390396 43.531103849144436
29.96720326679753 48.46168722914889
33.80423313450528 56.91274551277521
50.428165036349114 55.73285882845508
43.34884493042831 58.97514906666812
36.403820869877286 34.07282522524483
40.701294321709966 36.86426445400221
